item_id,item_name
2321,Awake
2322,"Ten Thousand Skies Above You (Firebird, #2)"
2323,"The Avery Shaw Experiment (Science Squad, #1)"
2324,"Spider's Trap (Elemental Assassin, #13)"
2325,Soundless
2326,"House Immortal (House Immortal, #1)"
2327,"Grave Visions (Alex Craft, #4)"
2328,"For a Few Demons More (The Hollows, #5)"
2329,"Until the End (Sea Breeze, #9)"
2330,Bound to Darkness (Midnight Breed #13)
2331,The Dead House
2332,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)"
2333,Lothaire (Immortals After Dark #12)
2334,Lady Midnight (The Dark Artifices #1)
2335,"Reap the Wind (Cassandra Palmer, #7)"
2336,"Six of Crows (Six of Crows, #1)"
2337,My Sister Rosa
2338,"Spider's Bite (Elemental Assassin, #1)"
2339,The Secrets of Drearcliff Grange School
2340,"Venom (Elemental Assassin, #3)"
2341,The Girl on the Train
2342,"Binding the Shadows (Arcadia Bell, #3)"
2343,"Spider’s Revenge (Elemental Assassin, #5)"
2344,"By a Thread (Elemental Assassin, #6)"
2345,"The Darkest Torment (Lords of the Underworld, #12)"
2346,"Deadly Sting (Elemental Assassin, #8)"
2347,"Walk the Edge (Thunder Road, #2)"
2348,"Ashes of Honor (October Daye, #6)"
2349,"Paper Princess (The Royals, #1)"
2350,"Beautiful Stranger (Beautiful Bastard, #2)"
2351,"Sweet Filthy Boy (Wild Seasons, #1)"
2352,"Bitter Bite (Elemental Assassin, #14)"
2353,He Will Be My Ruin
2354,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)"
2355,Hotel Ruby
2356,It Ends with Us
2357,"Broken Prince (The Royals, #2)"
2358,"Darkfever (Fever, #1)"
2359,"The Winner's Kiss (The Winner's Trilogy, #3)"
2360,"Empire of Storms (Throne of Glass, #5)"
2361,"Bloodfever (Fever, #2)"
2362,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)"
2363,"Passenger (Passenger, #1)"
2364,"Faefever (Fever, #3)"
2365,"Dreamfever (Fever, #4)"
2366,"Silver Bastard (Silver Valley, #1)"
2367,"Addicted to Sin (Hard Love Romance, #1)"
2368,"A Darker Shade of Magic (Shades of Magic, #1)"
2369,"Burned (Fever, #7)"
2370,"Feverborn (Fever, #8)"
2371,"Bright Blaze of Magic (Black Blade, #3)"
2372,"The Midnight Star (The Young Elites, #3)"
2373,"Three Dark Crowns (Three Dark Crowns, #1)"
2374,All Our Yesterdays
2375,"Illuminae (The Illuminae Files, #1)"
2376,"Feversong (Fever, #9)"
2377,We Can Be Mended (Divergent #3.5)
2378,Thirteen Reasons Why
2379,Fantastic Beasts and Where to Find Them: The Original Screenplay
2380,"Twisted Palace (The Royals, #3)"
2381,"Untitled (A Court of Thorns and Roses, #4)"
2382,"The Wrath and the Dawn (The Wrath and the Dawn, #1)"
2383,Cell 7 (Cell 7 Trilogy #1)
2384,"Hollywood Dirt (Hollywood Dirt, #1)"
2385,"Dirty Magic (Prospero's War, #1)"
2386,"Vampire Academy (Vampire Academy, #1)"
2387,Neighbor Dearest
2388,"Frostblood (Frostblood Saga, #1)"
2389,"Tower of Dawn (Throne of Glass, #6)"
2390,"The Crown (The Selection, #5)"
2391,"Leviathan (Leviathan, #1)"
2392,"Wool (Wool, #1)"
2393,"The Thousand-Dollar Tan Line (Veronica Mars, #1)"
2394,The Interestings
2395,"Pushing the Limits (Pushing the Limits, #1)"
2396,"Off the Record (Record, #1)"
2397,"Necessary Lies (Necessary Lies, #1)"
2398,Cursed
2399,"Lola and the Boy Next Door (Anna and the French Kiss, #2)"
2400,"Unwind (Unwind, #1)"
2401,The Remains of the Day
2402,"Ruthless People (Ruthless People, #1)"
2403,The Memory Keeper's Daughter
2404,"Timebound (The Chronos Files, #1)"
2405,"Another Day (Every Day, #2)"
2406,"The Golden Compass (His Dark Materials, #1)"
2407,"Sincerely, Carter (Sincerely Carter, #1)"
2408,"The Amber Spyglass (His Dark Materials, #3)"
2409,"Lair of Dreams (The Diviners, #2)"
2410,Interpreter of Maladies
2411,"Long Way Down (Calloway Sisters, #4; Addicted, #3.2)"
2412,The Taming of the Shrew
2413,Beyond the Stars
2414,"Hopeless (Hopeless, #1)"
2415,Simon vs. the Homo Sapiens Agenda
2416,A Midsummer Night's Dream
2417,"Dirty Little Lies (Fun and Games, #1)"
2418,The Bell Jar
2419,"All Fired Up (DreamMakers, #1)"
2420,"Faking It (Losing It, #2)"
2421,Going Bovine
2422,P.S. I Still Love You (To All the Boys I've Loved Before #2)
2423,You Know Me Well
2424,"Where'd You Go, Bernadette"
2425,Stars Above (The Lunar Chronicles #4.5)
2426,"Me Before You (Me Before You, #1)"
2427,All the Feels
2428,"Magic Bitter, Magic Sweet"
2429,"Body Shot (Last Shot, #1)"
2430,"Emerge (Evolve, #1)"
2431,"Six of Crows (Six of Crows, #1)"
2432,"A Study in Charlotte (Charlotte Holmes, #1)"
2433,"Dirty English (English, #1)"
2434,"The Dumont Diaries (The Dumont Diaries, #1-4)"
2435,Confess
2436,Forever . . .
2437,"Red Queen (Red Queen, #1)"
2438,"Blow (Virtuous Paradox, #1)"
2439,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing
2440,More Happy Than Not
2441,Since You've Been Gone
2442,"Mates, Dates, and Inflatable Bras (Mates, Dates, #1)"
2443,The Distance Between Us
2444,You Don't Know My Name (The Black Angel Chronicles #1)
2445,Seven Days of You
2446,"Stroked (Stroked, #1)"
2447,"Operation Prom Date (Tactics in Flirting, #1)"
2448,The Hate U Give
2449,The Inexplicable Logic of My Life
2450,"Royal Affair (Royals in Exile, #2)"
2451,"Booty Call (Forbidden Bodyguards, #2)"
2452,The Sky Is Everywhere
2453,"Hot Shot (Last Shot, #2)"
2454,Bad Feminist
2455,"Bad Reputation (Bad Boys of Sports, #1)"
2456,Faithful
2457,Queens of Geek
2458,"Jackaby (Jackaby, #1)"
2459,Alex and Eliza (Alex & Eliza #1)
2460,"You're Welcome, Universe"
2461,The Education of Margot Sánchez
2462,The Foxe & the Hound
2463,"Some Sort of Happy (Happy Crazy Love, #1)"
2464,Kissing Max Holden
2465,The Big F
2466,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between"
2467,I Hate Everyone But You
2468,Beauty: A Retelling of the Story of Beauty and the Beast
2469,"Fraternize (Players Game, #1)"
2470,The Stolen Marriage
2471,The Rules of Magic
2472,The Boy I Hate
2473,"27 Hours (The Nightside Saga, #1)"
2474,"Inkheart (Inkworld, #1)"
2475,Kindred
2476,The Monsters of Templeton
2477,The Sugar Queen
2478,"The Prophet of Yonwood (Book of Ember, #3)"
2479,Life After Life
2480,Among Others
2481,"Savvy (Savvy, #1)"
2482,Alif the Unseen
2483,Inside Out & Back Again
2484,The Casual Vacancy
2485,Walk Two Moons
2486,"Lost Lake (Lost Lake, #1)"
2487,"A Red Herring Without Mustard (Flavia de Luce, #3)"
2488,"I Am Half-Sick of Shadows (Flavia de Luce, #4)"
2489,"The Iron Daughter (The Iron Fey, #2)"
2490,"Summer's Crossing (Iron Fey, #3.5)"
2491,"Ha'penny (Small Change, #2)"
2492,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )"
2493,"All Clear (All Clear, #2)"
2494,"Aunt Dimity's Death (An Aunt Dimity Mystery, #1)"
2495,"Soulless (Parasol Protectorate, #1)"
2496,"The Traitor in the Tunnel (The Agency, #3)"
2497,"The Iron Queen (The Iron Fey, #3)"
2498,"Code Name Verity (Code Name Verity, #1)"
2499,Karen Memory
2500,How to Live Safely in a Science Fictional Universe
2501,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch"
2502,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)"
2503,"Jingo (Discworld, #21; City Watch, #4)"
2504,Children of Earth and Sky
2505,"The Philosopher Kings (Thessaly, #2)"
2506,"Without a Summer (Glamourist Histories, #3)"
2507,Arcadia
2508,Seating Arrangements
2509,Never Let Me Go
2510,The American Heiress
2511,The Obituary Writer
2512,The Uninvited Guests
2513,Tenth of December
2514,Sweet Tooth
2515,Astonish Me
2516,The Vacationers
2517,Dear Committee Members
2518,Vanessa and Her Sister
2519,NW
2520,Everybody Rise
2521,Perla
2522,The Boys from Brazil
2523,Nutshell
2524,Vinegar Girl
2525,Anna Karenina
2526,Today Will Be Different
2527,The Painted Veil
2528,Affinity
2529,"Guns, Germs, and Steel: The Fates of Human Societies"
2530,Song of Solomon
2531,The Scarlet Letter
2532,"Dearly Devoted Dexter (Dexter, #2)"
2533,The Thirteenth Tale
2534,Atonement
2535,"The Secret History of the Pink Carnation (Pink Carnation, #1)"
2536,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible
2537,The Ruins
2538,Two Little Girls in Blue
2539,"The Face on the Milk Carton (Janie Johnson, #1)"
2540,The Name of the Rose
2541,The Amber Room
2542,"Breaking Dawn (Twilight, #4)"
2543,Outliers: The Story of Success
2544,Everyone Worth Knowing
2545,"The Lost Symbol (Robert Langdon, #3)"
2546,The Lacuna
2547,The Time Traveler's Wife
2548,"The Girl with the Dragon Tattoo (Millennium, #1)"
2549,"The Likeness (Dublin Murder Squad, #2)"
2550,"I, Claudius (Claudius, #1)"
2551,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #16)"
2552,The Girl Who Played with Fire (Millennium #2)
2553,Little Bee
2554,Dust and Shadow: An Account of the Ripper Killings by Dr. John H. Watson
2555,"Dexter Is Delicious (Dexter, #5)"
2556,"Dark Fire (Matthew Shardlake, #2)"
2557,The Sherlockian
2558,"The Inner Circle (Culper Ring, #1)"
2559,Arcadia Falls
2560,"Killing Floor (Jack Reacher, #1)"
2561,"The Spellman Files (The Spellmans, #1)"
2562,"The Passage (The Passage, #1)"
2563,"The Last Kingdom (The Saxon Stories, #1)"
2564,"Birdman (Jack Caffery, #1)"
2565,"The Hangman's Daughter (The Hangman's Daughter, #1)"
2566,"The Crown (Joanna Stafford, #1)"
2567,"The Retribution (Tony Hill & Carol Jordan, #7)"
2568,"The Masque of the Black Tulip (Pink Carnation, #2)"
2569,"The Twelve (The Passage, #2)"
2570,"Broken Harbour (Dublin Murder Squad, #4)"
2571,The House of Silk
2572,"The Passion of the Purple Plumeria (Pink Carnation, #10)"
2573,"Vanish (Rizzoli & Isles, #5)"
2574,12.21
2575,The Malice of Fortune
2576,"Dragonfly in Amber (Outlander, #2)"
2577,The Night Strangers
2578,Something More Than Night
2579,"Mistress of the Art of Death (Mistress of the Art of Death, #1)"
2580,"A Breath of Snow and Ashes (Outlander, #6)"
2581,"An Echo in the Bone (Outlander, #7)"
2582,Gone Girl
2583,The Miniaturist
2584,Serena
2585,The Bone Clocks
2586,"Pines (Wayward Pines, #1)"
2587,"Wayward (Wayward Pines, #2)"
2588,"The Long Way Home (Chief Inspector Armand Gamache, #10)"
2589,"The Eyre Affair (Thursday Next, #1)"
2590,Codex
2591,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)"
2592,The Lying Game
2593,"On the Edge (The Edge, #1)"
2594,"The Iron Duke (Iron Seas, #1)"
2595,"Succubus Blues (Georgina Kincaid, #1)"
2596,Nightlife (Cal Leandros #1)
2597,"Silver Borne (Mercy Thompson, #5)"
2598,"Feed (Newsflesh Trilogy, #1)"
2599,"Mind Games (The Disillusionists, #1)"
2600,"An Artificial Night (October Daye, #3)"
2601,"Grave Witch (Alex Craft, #1)"
2602,"Viper Moon (Earth Witches, #1)"
2603,"Game of Cages (Twenty Palaces, #2)"
2604,"Magic Slays (Kate Daniels, #5)"
2605,"Greywalker (Greywalker, #1)"
2606,"Unholy Ghosts (Downside Ghosts, #1)"
2607,"Driving Mr. Dead (Half-Moon Hollow, #1.5)"
2608,"Deadline (Newsflesh Trilogy, #2)"
2609,"Beyond Eden (Eden, #1)"
2610,"Head Rush (The Disillusionists, #3)"
2611,"A Thousand Words for Stranger (Trade Pact Universe, #1)"
2612,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)"
2613,"Croak (Croak, #1)"
2614,"The Demon Trapper's Daughter (The Demon Trappers, #1)"
2615,Hainted
2616,"Like a Sparrow Through the Heart (Like a Sparrow, #1)"
2617,Break and Enter (Red Cell #1)
2618,"Coyote's Creed (Broken Mirrors, #1)"
2619,The Adorned
2620,Tournament of Losers
2621,"The Lightning-Struck Heart (Tales From Verania, #1)"
2622,Nothing
2623,"Absolute Boyfriend, Vol. 6"
2624,"Dead to the World (Sookie Stackhouse, #4)"
2625,"Definitely Dead (Sookie Stackhouse, #6)"
2626,"The Scorch Trials (Maze Runner, #2)"
2627,"Vampire Academy (Vampire Academy, #1)"
2628,"The Name of the Star (Shades of London, #1)"
2629,"Delirium (Delirium, #1)"
2630,Revolution
2631,"Impossible (Impossible, #1)"
2632,"The Raven Boys (The Raven Cycle, #1)"
2633,"Fables, Volume 2: Animal Farm (Fables, #2)"
2634,"Prodigy (Legend, #2)"
2635,The Miseducation of Cameron Post
2636,Once Was Lost
2637,"Just One Day (Just One Day, #1)"
2638,The Sun Also Rises
2639,The Penelopiad
2640,How to Build a Girl
2641,The Song of Achilles
2642,"Harry Potter and the Cursed Child, Parts 1 & 2 (Harry Potter, #8)"
2643,Becoming Unbecoming
2644,The Princess Diarist
2645,The Mothers
2646,Snow White: A Graphic Novel
2647,"Unforgettable: Book Two (A Hollywood Love Story, #2)"
2648,"Make Me Sin (Bad Habit, #2)"
2649,"Unforgettable: Book Three (A Hollywood Love Story, #3)"
2650,"Nuts (Hudson Valley, #1)"
2651,Midnight Lily
2652,Big Rock
2653,"Porn Star (P*rn Star, #1)"
2654,"Listen to Me (Fusion, #1)"
2655,Rock
2656,"The Player and the Pixie (Rugby, #2)"
2657,HardBall
2658,"Last Call (Bad Habits, #3)"
2659,"If Forever Comes (Take This Regret, #2)"
2660,"Wicked Sexy Liar (Wild Seasons, #4)"
2661,Moonshot
2662,No Pants Required
2663,"Showmance (Showmance, #1)"
2664,Smut
2665,"Burn Down the Night (Everything I Left Unsaid, #3)"
2666,Wednesday
2667,The Protector
2668,"Dirtiest Secret (S.I.N., #1)"
2669,"Sweetest Taboo (S.I.N., #3)"
2670,Unseen Messages
2671,Bedwrecker
2672,"Filthy Rich (Blackstone Dynasty, #1)"
2673,Heat Wave
2674,"Mr. President (White House, #1)"
2675,"Take Me for Granted (Take Me, #1)"
2676,"Dirty Filthy Rich Boys (Dirty Duet, #0.5)"
2677,"Dirty Billionaire (The Dirty Billionaire Trilogy, #1)"
2678,Exrated
2679,When It's Real
2680,"Gus (Bright Side, #2)"
2681,Tycoon
2682,Love in Transit
2683,"Three, Two, One (321)"
2684,Wasted Lust
2685,"The Pawn (Endgame, #1)"
2686,"The Prince (Masterpiece Duet, #0.5)"
2687,Cocky Chef
2688,Cocky Bastard
2689,"Show Me the Way (Fight for Me, #1)"
2690,"Mr. Perfect (Mister, #1)"
2691,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1)
2692,"Shiver (The Wolves of Mercy Falls, #1)"
2693,One Day
2694,"Uglies (Uglies, #1)"
2695,"Abandon (Abandon, #1)"
2696,"The Ghost and the Goth (The Ghost and the Goth, #1)"
2697,"Queen of the Dead (The Ghost and the Goth, #2)"
2698,Zombie Queen of Newbury High
2699,"Pretties (Uglies, #2)"
2700,"Hide & Seek (Games of Zeus, #1)"
2701,"The Name of the Star (Shades of London, #1)"
2702,"A Million Suns (Across the Universe, #2)"
2703,Overprotected
2704,Adorkable
2705,"Fifty Shades of Grey (Fifty Shades, #1)"
2706,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)"
2707,"Forsaken (The Demon Trappers, #1)"
2708,"Pushing the Limits (Pushing the Limits, #1)"
2709,"The Madness Underneath (Shades of London, #2)"
2710,"Mystic City (Mystic City, #1)"
2711,"Double Crossed: A Spies and Thieves Story (Gallagher Girls, #5.5; Heist Society, #2.5)"
2712,"Beautiful Creatures (Beautiful Creatures, #1)"
2713,"The Oathbreaker's Shadow (The Knots Sequence, #1)"
2714,"Supernaturally (Paranormalcy, #2)"
2715,"Pantomime (Micah Grey, #1)"
2716,"Grave Mercy (His Fair Assassin, #1)"
2717,Speechless
2718,The Ocean at the End of the Lane
2719,"Inbetween (Kissed by Death, #1)"
2720,"Welcome, Caller, This Is Chloe"
2721,"Paranormalcy (Paranormalcy, #1)"
2722,"The White Queen  (The Cousins' War, #1)"
2723,Cruel Summer
2724,"Warm Up  (Villains, #0.5)"
2725,"Lola and the Boy Next Door (Anna and the French Kiss, #2)"
2726,"Model Misfit (Geek Girl, #2)"
2727,"Unravel Me (Shatter Me, #2)"
2728,"Allegiant (Divergent, #3)"
2729,"Graceling (Graceling Realm, #1)"
2730,"Poison (Tales from the Kingdoms, #1)"
2731,"A Darkness Strange and Lovely (Something Strange and Deadly, #2)"
2732,"Selling Scarlett (Love Inc., #1)"
2733,Pride of Baghdad
2734,"Snow Like Ashes (Snow Like Ashes, #1)"
2735,Gone Girl
2736,"Red Seas Under Red Skies (Gentleman Bastard, #2)"
2737,Cloudy With a Chance of Destruction
2738,"New Suicide Squad, Volume 1: Pure Insanity"
2739,"Gotham Academy, Vol. 1: Welcome to Gotham Academy"
2740,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)"
2741,"The Dream Thieves (The Raven Cycle, #2)"
2742,Only Ever Yours
2743,Nimona
2744,Asking For It
2745,"Captain Marvel, Volume 1: Higher, Further, Faster, More"
2746,The Sword of Summer (Magnus Chase and the Gods of Asgard #1)
2747,"The Well of Ascension (Mistborn, #2)"
2748,"The Hero of Ages (Mistborn, #3)"
2749,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)"
2750,"Wolf By Wolf (Wolf By Wolf, #1)"
2751,Winter (The Lunar Chronicles #4)
2752,"The Falconer (The Falconer, #1)"
2753,Beautiful Broken Things
2754,"The Name of the Wind (The Kingkiller Chronicle, #1)"
2755,"The Mistake (Off-Campus, #2)"
2756,Firsts
2757,Kindred Spirits
2758,"The Girl from Everywhere (The Girl From Everywhere, #1)"
2759,Highly Illogical Behavior
2760,"Nevernight (The Nevernight Chronicle, #1)"
2761,The Art of Being Normal
2762,"Jem and the Holograms, Volume 3: Dark Jem"
2763,The Romantics
2764,"The Wrath & the Dawn (The Wrath and the Dawn, #1)"
2765,The Hare With Amber Eyes: A Hidden Inheritance
2766,Geekerella
2767,"Blood for Blood (Wolf By Wolf, #2)"
2768,Uprooted
2769,"The Alloy of Law (Mistborn, #4)"
2770,"Wonder Woman: Warbringer (DC Icons, #1)"
2771,The Yearbook Committee
2772,"Off the Page (Between the Lines, #2)"
2773,Private Peaceful
2774,"Gone, Baby, Gone (Kenzie & Gennaro, #4)"
2775,Of Human Bondage
2776,"The Bad Beginning (A Series of Unfortunate Events, #1)"
2777,Rogue Male
2778,Never Let Me Go
2779,"Flight of Magpies (A Charm of Magpies, #3)"
2780,For Real
2781,"Kings Rising (Captive Prince, #3)"
2782,"Styxx (Dark-Hunter, #22)"
2783,"Sabriel (Abhorsen,  #1)"
2784,"A Seditious Affair (Society of Gentlemen, #2)"
2785,"The Duchess War (Brothers Sinister, #1)"
2786,"Mister Monday (The Keys to the Kingdom, #1)"
2787,"The Suffragette Scandal (Brothers Sinister, #4)"
2788,"Lord of the White Hell, Book 2 (Lord of the White Hell, #2)"
2789,"The Soldier's Scoundrel (The Turner Series, #1)"
2790,Language Lessons
2791,Speak
2792,Too Late
2793,"Carve the Mark (Carve the Mark, #1)"
2794,Orange Is the New Black
2795,To Build a Fire
2796,All My Friends Are Dead
2797,An Abundance of Katherines
2798,Lullabies
2799,F*ck Love
2800,History Is All You Left Me
2801,"Throne of Glass (Throne of Glass, #1)"
2802,The Princess & the Penis
2803,"City of Bones (The Mortal Instruments, #1)"
2804,Sad Girls
2805,The Princess Saves Herself in this One
2806,You and Me and Him
2807,Peter Darling
2808,"After We Collided (After, #2)"
2809,"Undead and Unwed (Undead, #1)"
2810,"Fighting Destiny (The Fae Chronicles, #1)"
2811,"Seducing Destiny (The Fae Chronicles, #4)"
2812,"Jabril (Vampires in America, #2)"
2813,Full Moon Rising (Riley Jenson Guardian #1)
2814,Kissing Sin (Riley Jenson Guardian #2)
2815,The Darkest Kiss (Riley Jenson Guardian #6)
2816,"Moon Sworn (Riley Jenson Guardian, #9)"
2817,"Lady of Light and Shadows (Tairen Soul, #2)"
2818,"Crown of Crystal Flame (Tairen Soul, #5)"
2819,"The Force of Wind (Elemental Mysteries, #3)"
2820,"Web of Lies (Elemental Assassin, #2)"
2821,"Here Be Sexist Vampires (Deep In Your Veins, #1)"
2822,"Pleasure Unbound (Demonica, #1)"
2823,"Bitten (Women of the Otherworld, #1)"
2824,"Dragon Marked (Supernatural Prison, #1)"
2825,"Succubus Blues (Georgina Kincaid, #1)"
2826,"Succubus Dreams (Georgina Kincaid, #3)"
2827,"Succubus Revealed (Georgina Kincaid, #6)"
2828,"Nightwalker (Dark Days, #1)"
2829,Dragon Mystics (Supernatural Prison #2)
2830,"Succubus Shadows (Georgina Kincaid, #5)"
2831,"Sweep in Peace (Innkeeper Chronicles, #2)"
2832,"Touch the Dark (Cassandra Palmer, #1)"
2833,"Radiance (Wraith Kings, #1)"
2834,"Late Eclipses (October Daye, #4)"
2835,"One Salt Sea (October Daye, #5)"
2836,"The Winter Long (October Daye, #8)"
2837,"Blade Bound (Chicagoland Vampires, #13)"
2838,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)"
2839,"Red Fox (Experiment in Terror, #2)"
2840,"Dead Sky Morning (Experiment in Terror, #3)"
2841,"Lying Season (Experiment in Terror, #4)"
2842,"Come Alive (Experiment in Terror, #7)"
2843,"A Discovery of Witches (All Souls Trilogy, #1)"
2844,A Hunger Like No Other (Immortals After Dark #2)
2845,Shadow Lands (The Warrior Chronicles #3)
2846,Vampire's Kiss (Legion of Angels #1)
2847,Daughter of the Blood (The Black Jewels #1)
2848,Desire Unchained (Demonica #2)
2849,"Kushiel's Dart (Phèdre's Trilogy, #1)"
2850,"Fallen (Fallen, #1)"
2851,"Once a Witch (Witch, #1)"
2852,"The Good, the Bad, and the Undead (The Hollows, #2)"
2853,"The Reckoning (Darkest Powers, #3)"
2854,"Stray (Shifters, #1)"
2855,"Once Dead, Twice Shy (Madison Avery, #1)"
2856,The Historian
2857,"Captivate (Need, #2)"
2858,"The Woman Who Rides Like a Man (Song of the Lioness, #3)"
2859,"Lioness Rampant (Song of the Lioness, #4)"
2860,"The Awakening (Darkest Powers, #2)"
2861,"Defiance (Strange Angels, #4)"
2862,"Every Which Way But Dead (The Hollows, #3)"
2863,"Awakened (House of Night, #8)"
2864,"Red-Headed Stepchild (Sabina Kane, #1)"
2865,"Eon (Eon, #1)"
2866,"Revelations (Blue Bloods, #3)"
2867,"Paranormalcy (Paranormalcy, #1)"
2868,Kitty and the Midnight Hour (Kitty Norville #1)
2869,Nightshade (Nightshade #1; Nightshade World #4)
2870,"Destiny Binds (Timber Wolves Trilogy, #1)"
2871,"Demonglass (Hex Hall, #2)"
2872,"Lover Unbound (Black Dagger Brotherhood, #5)"
2873,"Incarnate (Newsoul, #1)"
2874,"A Beautiful Dark (A Beautiful Dark, #1)"
2875,Cleopatra's Daughter
2876,"Arcadia Awakens (Arcadia, #1)"
2877,"The Immortal Rules (Blood of Eden, #1)"
2878,"Born at Midnight (Shadow Falls, #1)"
2879,"Wither (The Chemical Garden, #1)"
2880,Forbidden
2881,"Hemlock (Hemlock, #1)"
2882,"Forgive My Fins (Fins, #1)"
2883,"The Faerie Ring (The Faerie Ring, #1)"
2884,"Dark Kiss (Nightwatchers, #1)"
2885,"Shiver (The Wolves of Mercy Falls, #1)"
2886,Crux
2887,"Inescapable (The Premonition, #1)"
2888,"Eve (Eve, #1)"
2889,"The Mayfair Moon (The Darkwoods Trilogy, #1)"
2890,"The Athena Effect (The Athena Effect, #1)"
2891,"Fifty Shades of Grey (Fifty Shades, #1)"
2892,"Seraphina (Seraphina, #1)"
2893,"Enchantment (Channie, #1)"
2894,"Down to You (The Bad Boys, #1)"
2895,"Monster Hunter International (Monster Hunter International, #1)"
2896,"Prophecy Girl (Lacuna Valley, #1)"
2897,"Storm Glass (Glass, #1)"
2898,"Impulse (Impulse, #1)"
2899,"The Lying Game (The Lying Game, #1)"
2900,"Heat Wave (Nikki Heat, #1)"
2901,"Tiger's Quest (The Tiger Saga, #2)"
2902,"Losing It (Losing It, #1)"
2903,"The Moon Dwellers (The Dwellers, #1)"
2904,"Croak (Croak, #1)"
2905,"The Edge of Never (The Edge of Never, #1)"
2906,"A Demon Made Me Do It (Demonblood, #1)"
2907,"Beautiful Bastard (Beautiful Bastard, #1)"
2908,Transcend
2909,"The Eternity Cure (Blood of Eden, #2)"
2910,Crown Duel (Crown & Court #1-2)
2911,"Alice in Zombieland (White Rabbit Chronicles, #1)"
2912,"Fair Game (Alpha & Omega, #3)"
2913,"Alanna: The First Adventure (Song of the Lioness, #1)"
2914,"Mastiff (Beka Cooper, #3)"
2915,"Splintered (Splintered, #1)"
2916,"The Body Finder (The Body Finder, #1)"
2917,"Desires of the Dead (The Body Finder, #2)"
2918,"The Last Echo (The Body Finder, #3)"
2919,"The One (The Selection, #3)"
2920,"Legend (Legend, #1)"
2921,The Warlord Wants Forever (Immortals After Dark #1)
2922,"Once Burned (Night Prince, #1)"
2923,"City of Heavenly Fire (The Mortal Instruments, #6)"
2924,"Darkfever (Fever, #1)"
2925,"Miss Peregrine's Home For Peculiar Children (Miss Peregrine's Peculiar Children, #1)"
2926,"Fifty Shades Freed (Fifty Shades, #3)"
2927,"Twice Tempted (Night Prince, #2)"
2928,"January (Calendar Girl, #1)"
2929,"The Death Cure (Maze Runner, #3)"
2930,"Reflected in You (Crossfire, #2)"
2931,"Warm Bodies (Warm Bodies, #1)"
2932,My Name is Memory
2933,"Of Blood and Honey (The Fey and the Fallen, #1)"
2934,"Lost Voices (Lost Voices, #1)"
2935,"A Game of Thrones (A Song of Ice and Fire, #1)"
2936,You Slay Me (Aisling Grey #1)
2937,Social Skills
2938,The Painting of Porcupine City
2939,Hemlock Grove
2940,Unshakeable Faith
2941,"Openly Straight (Openly Straight, #1)"
2942,"A Cursed Embrace (Weird Girls, #2)"
2943,"Tempest Rising (Jane True, #1)"
2944,Hard Spell (Occult Crimes Unit Investigation #1)
2945,"The Dragon Conspiracy (SPI Files, #2)"
2946,"Hot Lead, Cold Iron (Mick Oberon, #1)"
2947,"Cursed By Destiny (Weird Girls, #3)"
2948,"Angel's Ink (The Asylum's Tales, #1)"
2949,"Nice Girls Don't Date Dead Men (Jane Jameson, #2)"
2950,"The Ripple Effect (Rhiannon's Law, #3)"
2951,"Blood on the Bayou (Annabelle Lee, #2)"
2952,"Magic Rises (Kate Daniels, #6)"
2953,"Sealed with a Curse (Weird Girls, #1)"
2954,"The Aeronaut's Windlass (The Cinder Spires, #1)"
2955,"The Ghoul Vendetta (SPI Files, #4)"
2956,"Pacific Fire (Daniel Blackland, #2)"
2957,"Borderline (The Arcadia Project, #1)"
2958,"Bloodstone (A Stacy Justice Mystery, #2)"
2959,"Magic Bleeds (Kate Daniels, #4)"
2960,"Ready to Were (Shift Happens, #1)"
2961,Agent to the Stars
2962,"Pooka in My Pantry (Monster Haven, #2)"
2963,"Cold Reign (Jane Yellowrock, #11)"
2964,"Fire Touched (Mercy Thompson, #9)"
2965,"Turn Coat (The Dresden Files, #11)"
2966,"Agents of Light and Darkness (Nightside, #2)"
2967,"Nightingale's Lament (Nightside, #3)"
2968,"Academ's Fury (Codex Alera, #2)"
2969,Season of Mists (The Sandman #4)
2970,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
2971,"The Devil You Know (Felix Castor, #1)"
2972,The Dark Tower
2973,"Assassin's Quest (Farseer Trilogy, #3)"
2974,Prepare
